列01,列02,列03,列04,列05,列06,列07,列08,列09,列10,列11,列12,列13,列14,列15,列16,列17,列18,列19
2aac58d2,7C30B7,-24.316,131.857,74,9300,180,3000,F-YAYE3,BE58,VH-JWP,1643679053,,,,0,-256,JWP,0
2aac58da,39C958,28.7995,-49.1906,48,38000,465,0000,T-F5M,A333,F-HSKY,1643679048,FDF,ORY,SS925,0,0,CRL925,0
2aac58e8,ABB5E2,38.7215,-121.6824,230,4600,239,1415,F-KSJC2,B738,N8537Z,1643679053,DEN,SMF,WN204,0,-1152,SWA204,0
2aac58f8,4B191D,-2.0667,-39.6731,18,31000,501,4456,F-SSVV1,B77W,HB-JNH,1643679053,GRU,ZRH,LX93,0,0,SWR93,0
2aac58fc,702076,22.8038,86.3407,92,39000,534,4050,F-VEBS4,B738,S2-AJB,1643679052,MCT,DAC,BS322,0,0,UBG322,0
2aac5900,,39.7318,-74.2256,20,2550,245,1475,F-KWWD1,G280,,1643679055,,,,0,64,G280,0
2aac5908,06A1BE,17.8346,33.5566,234,32000,427,2665,F-HSSS1,B77W,A7-BEH,1643679053,DOH,GRU,QR779,0,0,QTR779,0
2aac590c,896401,22.588,60.5418,293,36000,430,4707,F-OOMS6,A320,A6-AOB,1643679054,GOI,SHJ,G9493,0,0,ABY493,0
2aac591f,896371,24.3524,57.2543,307,27000,397,4032,F-OOMS3,A320,A6-ANP,1643679053,CCJ,SHJ,G9455,0,-2112,ABY455,0
2aac5922,896485,23.6211,57.9725,328,34000,438,4060,F-OOMS3,A320,A6-AON,1643679053,COK,SHJ,G9425,0,0,ABY425,0
2aac592e,A5A2CC,33.7825,-93.6445,233,36000,448,1651,F-KHOT2,A320,N462UA,1643679054,EWR,AUS,UA399,0,0,UAL399,0
2aac5945,A5C5E7,21.2426,-82.0695,15,38000,541,5547,F-MWCB1,B744,N471MC,1643679052,UIO,MIA,5Y40,0,0,GTI40,0
2aac594e,346057,42.5836,-27.4474,283,36000,572,2656,F-LPGR1,A359,EC-MYX,1643679053,MAD,MEX,IB6409,0,0,IBE6409,0
2aac5965,7585AB,31.7313,135.1021,55,39000,594,2765,F-RJBE1,A21N,RP-C9937,1643679053,MNL,NRT,PR428,0,0,PAL428,0
2aac5966,406C39,43.0845,30.1214,134,37000,517,1156,F-LTFJ2,B789,G-VWHO,1643679054,LHR,LHE,VS364,0,0,VIR364,0
2aac5972,C056C6,31.424,-90.6457,336,38000,413,6113,F-KMCB1,B737,C-GGWJ,1643679055,CUN,YXE,WS2419,0,0,WJA2419,0
2aac597e,8007CE,25.6145,82.7683,304,34000,354,0733,F-VNBW1,A320,VT-IFR,1643679053,BKK,DEL,6E9152,0,0,IGO9152,0
2aac5983,0D074B,37.4649,-88.314,43,41000,461,3220,F-KMWA3,E35L,XA-FLY,1643679054,PVR,,,0,0,XAFLY,0
2aac598e,39B10B,28.8472,-40.2909,49,39004,530,0000,F-SAT6,A35K,F-HMIL,1643679052,FDF,ORY,TX511,0,0,FWI11B,0
2aac5996,49D3D3,38.7576,42.6924,120,37000,471,5554,F-UBBN2,B38M,OK-SWC,1643679053,WAW,SLL,3Z7628,0,0,TVP7628,0
2aac599e,C00274,46.7174,-74.8401,155,31800,503,4271,F-CYMX2,,C-FAYD,1643679053,YUL,YUL,,0,-3200,CDR674,0
2aac59b0,A48315,36.9939,-119.0793,349,36000,453,2650,F-KFAT1,B738,N390DA,1643679053,PVR,SEA,DL1922,0,0,DAL1922,0
2aac59c8,06A0BF,41.0793,35.5435,289,40000,420,2305,F-LTFH1,B788,A7-BDA,1643679055,DOH,MAD,QR147,0,0,QTR96L,0
2aac59cc,06A064,25.3016,55.8983,258,38000,407,5166,F-OMFJ3,B77W,A7-BAO,1643679054,ISB,DOH,QR633,0,0,QTR12X,0
2aac5a18,42449C,49.9501,-95.5276,44,37000,541,7721,F-KPMB1,B744,VQ-BWS,1643679053,LAX,STN,,0,0,LGT246F,0
2aac5a1d,ACAE2B,28.8321,-83.0856,149,33075,499,0663,F-KAPF1,A20N,N916NK,1643679055,DEN,FLL,NK1369,0,64,NKS1369,0
2aac5a24,A819E6,39.0981,-88.818,54,6950,198,0553,F-KENL1,C310,N6209X,1643679054,QQD,,,0,0,N6209X,0
2aac5a4b,ABC478,30.4545,-97.5416,200,9125,271,2425,F-KAUS3,B738,N8575Z,1643679054,DCA,AUS,WN2141,0,-1344,SWA2141,0
2aac5a59,,42.9532,-86.8182,80,39000,501,1054,F-TAUW2,CL60,,1643679053,,,,0,0,CL60,0
2aac5a5d,8963AB,24.4366,54.6391,219,0,13,4030,F-OMAA1,A321,A6-AEC,1643679037,AMD,AUH,EY289,1,0,ETD289,0
2aac5a5e,06A074,30.3185,31.0791,307,30000,453,2705,F-HECA2,B77L,A7-BBD,1643679053,DOH,DFW,QR731,0,0,QTR66G,0
2aac5a78,702082,23.1596,80.559,93,37000,514,6214,F-VANP5,B738,S2-AJD,1643679053,DXB,DAC,BS342,0,0,UBG342,0
2aac5a86,A54C9F,42.1117,-87.8931,78,0,0,6721,T-KORD44,H25B,N440WP,1643679037,SRQ,PWK,,1,0,N440WP,0
2aac5a8f,A95DD3,34.3449,-112.1941,169,17550,373,3513,F-KPAN1,A319,N702UW,1643679053,SEA,PHX,AA2781,0,-768,AAL2781,0
2aac5a91,AA4C1A,33.9951,-117.8051,263,8350,274,1315,F-KWJF1,B738,N76254,1643679053,IAH,LAX,UA1578,0,-1216,UAL1578,0
2aac5a94,A05B7E,34.0185,-112.1094,161,13150,318,6055,F-KPRC5,BCS1,N122DU,1643679052,SEA,PHX,DL1176,0,-1408,DAL1176,0
2aac5a99,A33D97,40.3577,-88.7335,95,37025,497,0650,F-KENL1,A20N,N308FR,1643679055,DEN,DCA,F9538,0,0,FFT538,0
2aac5aa1,A96412,-12.0561,-78.6265,340,30000,503,5374,F-SPJC1,B77L,N704GT,1643679053,SCL,LAX,5Y8028,0,0,GTI8028,0
2aac5ab1,A88E51,34.203,-118.4886,353,0,8,7425,T-VILH1,C650,N650SG,1643679054,,,,1,0,N650SG,0
2aac5ab9,E4953D,-16.9072,-66.1475,280,38000,452,3621,F-SLVR6,A20N,PR-XBE,1643679054,GRU,LIM,LA8039,0,0,TAM8039,0
2aac5ac0,A6CF20,23.9218,-78.7804,349,34000,419,2266,F-MYES1,B763,N538LA,1643679055,BOG,MIA,L72893,0,0,LAE2893,0
2aac5ac8,42498D,61.2648,71.4776,79,16025,336,2710,F-USRN1,A320,VQ-BHN,1643679054,SVO,SGC,SU1512,0,-1728,AFL1512,0
2aac5ad9,C08373,43.9168,-67.7517,70,8550,199,2421,F-KRKD1,PA31,C-GXUG,1643679051,ESN,,,0,-64,CGXUG,0
2aac5ae3,AA57DF,18.9136,-84.6903,154,39000,514,3461,F-MMCZ2,B772,N766AN,1643679048,DFW,BOG,AA1123,0,0,AAL1123,0
2aac5aee,8964FB,47.6941,-57.4292,75,35000,555,3171,F-LFVM2,B789,A6-BLV,1643679053,ORD,AUH,EY150,0,-64,ETD76T,0
2aac5afe,0D0B4B,28.6154,-92.1015,226,36000,413,1534,F-KLFT1,B38M,XA-MAT,1643679052,JFK,MEX,AM403,0,64,AMX403,0
2aac5b14,A58672,30.6608,-97.4489,203,10650,292,0526,F-KGTU1,A320,N455UA,1643679052,IAD,AUS,UA1858,0,-1152,UAL1858,0
2aac5b19,C06724,45.1535,-81.4536,137,37425,515,1174,F-CYXU1,BCS3,C-GNBN,1643679053,YQR,YYZ,AC1116,0,-2432,ACA1116,0
2aac5b26,ABD44D,37.7769,-97.5017,77,4050,242,1106,F-KIAB2,C750,N861TX,1643679054,PSP,ICT,FTH861,0,-1088,FTH861,0
2aac5b27,424302,43.0887,49.0548,332,36000,430,0573,F-UATE1,B738,VP-BCG,1643679054,DXB,SVO,SU525,0,0,AFL525,0
2aac5b2a,06A2B5,40.6725,36.9865,290,34000,401,3213,F-LTFH2,B77W,A7-BEQ,1643679055,DOH,CDG,QR41,0,0,QTR04U,0
2aac5b3f,A1CC1F,43.3419,-88.5675,104,35000,540,3540,F-KJVL1,B739,N215AK,1643679054,SEA,JFK,AS426,0,0,ASA426,0
2aac5b47,780EC5,37.7409,112.9545,63,20625,404,4273,T-F6M,A321,B-8200,1643679052,SYX,SJW,JD5685,0,-1088,CBJ5685,0
2aac5b4d,A04EB8,43.8214,-121.4691,337,26000,235,1056,F-KS213,BE20,N119MC,1643679055,TRM,BFI,,0,0,N119MC,0
2aac5b55,C0121E,44.0661,-80.0613,137,11300,324,1375,F-CYKZ2,B737,C-FGWJ,1643679054,YEG,YYZ,WS434,0,-1344,WJA434,0
2aac5b63,A65408,35.8018,-104.2223,259,38000,372,4171,F-KPPA1,A321,N507AY,1643679052,PIT,PHX,AA1803,0,0,AAL1803,0
2aac5b6b,,42.7595,-89.1465,88,12675,412,1330,F-KMSN2,FA50,,1643679053,,,,0,-1344,FA50,0
2aac5b6e,A5EC61,59.0903,-141.4279,304,32000,360,2612,T-F5M,B739,N481AS,1643679048,SEA,ANC,AS89,0,0,ASA89,0
2aac5b86,AB83E8,40.5407,-73.8364,30,1550,163,6143,F-KJFK2,B739,N841DN,1643679053,CUN,JFK,DL643,0,320,DAL643,0
2aac5b88,A887E0,33.6514,-111.6007,215,8075,243,0717,F-KDVT1,A320,N649NK,1643679054,MSP,PHX,NK1345,0,-64,NKS1345,0
2aac5b8c,A3C900,31.6511,-81.0774,183,38025,471,1341,F-KHXD2,A20N,N343FR,1643679054,BTV,MCO,F91035,0,-64,FFT1035,0
2aac5b92,C07EE8,47.162,-108.2495,315,40025,421,2316,F-KBZN2,B737,C-GWBN,1643679054,IAH,YYC,WS1535,0,0,WJA1535,0
2aac5bab,A9961B,42.9465,-77.031,60,35000,500,3455,F-KROC4,B77W,N717AN,1643679054,DFW,LHR,AA50,0,0,AAL50,0
2aac5bb0,A6504B,40.3918,-120.0995,345,38000,417,2106,F-KUKI1,B738,N506AS,1643679052,SJD,SEA,AS280,0,0,ASA280,0
2aac5bc5,A4E6C0,37.2063,-102.2433,72,35000,509,7645,F-KRTN1,A21N,N415AN,1643679055,LAX,PHL,AA696,0,64,AAL696,0
2aac5bc9,AA234A,32.9033,-97.0355,300,0,0,1374,F-KDFW2,A319,N752US,1643679033,MSN,DFW,AA1826,1,0,AAL1826,0
2aac5bdc,ACB1E2,35.8721,-87.3584,65,10050,312,5722,F-KMRC1,A20N,N917NK,1643679053,LAS,BNA,NK415,0,-1600,NKS415,0
2aac5be1,4244E1,55.3002,95.0464,250,37975,415,1601,F-UNKL4,A20N,VQ-BDX,1643679052,BQS,OVB,S75212,0,0,SBI5212,0
2aac5c2a,AC7581,25.7871,-80.2948,87,0,132,6664,T-KOPF16,A319,N9012,1643679012,CTG,MIA,AA1144,0,-704,AAL1144,0
2aac5c33,A38D8F,38.0726,-86.3497,92,39000,486,5727,F-KBRY4,B38M,N328RR,1643679054,LAS,DCA,AA1014,0,0,AAL1014,0
2aac5c34,040060,29.2398,29.0942,322,34000,467,1643,F-HECA2,B77L,ET-APS,1643679053,ADD,LGG,ET3710,0,0,ETH3710,0
2aac5c39,A04A4D,41.2257,-90.962,68,37025,496,1320,F-KDEH2,A321,N118DY,1643679055,LAX,DTW,DL1558,0,0,DAL1558,0
2aac5c3a,A6DC2B,42.2618,-83.4956,228,1000,137,6206,F-KYIP1,FA20,N541FL,1643679055,LRD,YIP,IFL541,0,-832,IFL541,0
2aac5c4a,4BB148,32.735,45.7803,141,33000,489,1001,F-ORNI1,B77W,TC-LJH,1643679054,IST,MLE,TK730,0,0,THY730,0
2aac5c70,4BC846,40.2224,31.5764,278,34800,358,1405,F-LTBA4,A21N,TC-RBF,1643679054,KWI,SAW,PC859,0,-896,PGT859,0
2aac5c78,ABB4EA,32.7169,-116.6981,265,8200,249,6713,F-MMTJ1,B738,N8530W,1643679054,HOU,SAN,WN1970,0,-896,SWA1970,0
2aac5c87,780BD9,3.7363,123.8754,149,35000,449,3133,F-WAMM2,A333,B-5939,1643679054,CAN,SYD,CZ5013,0,0,CSN5013,0
2aac5c94,A07522,27.8781,-82.4895,90,19625,403,0547,F-KMCF1,A321,N129AA,1643679053,DFW,MCO,AA2791,0,-1088,AAL2791,0
2aac5ca0,AE6202,34.0572,-102.4389,294,16100,293,1031,F-KTDW4,C30J,18-5888,1643679053,,,,0,-64,185888,0
2aac5cb7,0D0AFE,28.3297,-104.4416,152,37000,513,0557,F-MMCU7,C68A,XA-AGV,1643679053,SLC,TLC,LET5292,0,0,LET5292,0
2aac5cc7,3C6570,44.4464,-74.492,62,39000,506,2254,F-CYOW3,A333,D-AIKP,1643679054,DFW,FRA,LH439,0,0,DLH439,0
2aac5cd0,,40.0139,-84.3242,82,2750,202,0702,F-KAXV1,F2TH,,1643679054,,,,0,192,F2TH,0
2aac5cdc,899104,51.5506,-110.619,129,33000,514,5752,F-CYCT1,B744,B-18718,1643679055,ANC,ORD,CI5122,0,0,CAL5122,0
2aac5ce1,4BA8D9,41.3111,28.5291,99,27050,402,2252,F-LTBA6,B738,TC-JFY,1643679053,STN,SAW,TK7831,0,-1536,THY4AN,0
2aac5ce8,406E11,42.5972,-66.1135,58,38975,533,6051,F-CYZX6,B789,G-VOWS,1643679053,MIA,LHR,VS118,0,64,VIR118,0
2aac5d05,A8FC73,38.8547,-100.1954,270,38000,380,5665,F-KSLN1,B739,N67846,1643679054,IAD,DEN,UA1214,0,0,UAL1214,0
2aac5d27,7C6A8C,-34.9315,138.5565,230,425,134,1035,F-YPAD1,B737,VH-VBY,1643679055,BNE,ADL,VA1388,0,-960,VOZ1388,0
2aac5d30,AC1988,39.8572,-104.6795,5,0,6,6741,F-KBJC1,A319,N879UA,1643679055,CMH,DEN,UA331,1,0,UAL331,0
2aac5d3a,A299C8,38.8141,-77.034,354,175,113,7373,F-KDCA1,E190,N267JB,1643679052,BOS,DCA,B62255,0,-640,JBU2255,0
2aac5d42,A1E270,35.2748,-99.4762,310,38975,411,3714,F-KPPA1,CL60,N220QS,1643679052,PBI,BLI,1I220,0,64,EJA220,0
2aac5d53,C03B15,39.2006,-114.8987,318,38000,396,2613,F-KCDC2,B738,C-FWJS,1643679053,PVR,YVR,WS2153,0,-64,WJA2153,0
2aac5d5b,A46CE1,37.5762,-72.1038,327,34000,429,4062,F-KAIY1,B739,N38424,1643679055,PUJ,EWR,UA1526,0,128,UAL1526,0
2aac5d70,896383,23.8291,59.4155,291,35975,418,4722,F-OOMS3,A320,A6-ANS,1643679053,HYD,SHJ,G9459,0,0,ABY459,0
2aac5d7a,A38C95,39.1613,-108.6024,246,34000,367,2452,F-KCEZ2,A20N,N328FR,1643679054,MSP,LAS,F91967,0,64,FFT1967,0
2aac5d89,ABEC6C,33.4341,-111.999,292,0,0,3414,F-KPHX3,B738,N8679A,1643679007,DAL,PHX,WN1443,1,0,SWA1443,0
2aac5d90,155C01,65.4779,68.0178,78,35000,443,2752,F-USMU4,SU95,RA-89089,1643679054,DME,NUX,YC90,0,-64,LLM90,0
2aac5d91,C87E6C,-37.0044,174.8023,247,0,4,0000,T-NZAA22,,,1643679055,AKL,,AP45,1,0,AP45,0
2aac5d9f,A29680,25.7835,-80.3771,87,950,125,3427,F-KFXE1,E75L,N266NN,1643679052,BDL,MIA,AA4092,0,-768,ENY4092,0
2aac5da6,A4453E,35.3251,-99.8283,267,36000,394,5633,F-KTDW3,B739,N37413,1643679053,IAD,SAN,UA2303,0,0,UAL2303,0
2aac5dad,,34.3548,-118.4449,274,5950,197,3214,F-KWJF1,CL60,,1643679053,,,,0,-1024,CL60,0
2aac5dae,A3271E,42.4224,-87.2316,249,12225,334,3033,F-KMKE2,BCS3,N302DU,1643679053,LGA,ORD,DL382,0,-3328,DAL382,0
2aac5db5,AA1820,36.826,-80.4955,226,36000,461,7176,F-KDAN1,CL60,N75EM,1643679053,TEB,OPF,,0,0,N75EM,0
2aac5db7,0C20A6,9.0644,-79.386,210,0,9,5714,F-MPTO3,B738,HP-1838CMP,1643679055,MIA,PTY,CM227,1,0,CMP227,0
2aac5dce,A9BF32,28.429,-81.2822,179,0,130,7311,F-KTIX1,B737,N727SW,1643678992,AUS,MCO,WN726,0,-640,SWA726,0
2aac5dd2,AB7BA5,34.1342,-115.9956,263,31100,405,2745,F-KHII2,A320,N839VA,1643679052,AUS,LAX,AS212,0,-896,ASA212,0
2aac5dd5,39CF06,59.828,-88.7097,59,41000,551,6664,F-CYYQ1,A359,F-HTYG,1643679056,SEA,CDG,AF367,0,0,AFR367,0
2aac5dd6,0D09EC,39.4816,-33.2043,256,34000,520,2612,F-LPCR2,B789,XA-ADD,1643679053,MAD,MEX,AM22,0,-64,AMX022,0
2aac5de4,896451,23.57,60.1351,291,36500,455,4037,F-OOMS3,B77W,A6-EQB,1643679053,HYD,DXB,EK525,0,-960,UAE525,0
2aac5de6,3C4B32,54.1126,-61.9793,70,37000,544,2672,F-CYYR2,B748,D-ABYR,1643679055,ORD,FRA,LH431,0,0,DLH431,0
2aac5df4,0D0DD1,19.423,-99.0783,180,0,0,2000,F-MMMX8,B38M,XA-DAP,1643679015,SJD,MEX,AM385,1,0,AMX385,0
2aac5dfd,A9AB07,34.1136,-101.2061,275,36000,412,6042,F-KHOB2,B77W,N722AN,1643679053,MIA,LAX,AA2283,0,0,AAL2283,0
2aac5e04,AC9E9F,32.7042,-97.2581,43,12000,283,3212,F-KAFW5,CRJ9,N912FJ,1643679055,MRY,DFW,AA5846,0,64,ASH5846,0
2aac5e05,A4C135,40.1682,-82.4942,100,37000,492,1437,F-KOSU1,B737,N405WN,1643679053,DEN,BWI,WN3021,0,0,SWA3021,0
2aac5e23,,34.0346,-118.006,287,1900,108,1200,F-KTOA1,C172,,1643679053,,,,0,-64,C172,0
2aac5e27,C04DDC,40.6672,-119.8923,347,40000,423,6757,F-KRNO3,B738,C-GDMP,1643679053,SJD,YXX,WO607,0,0,WSW607,0
2aac5e33,A9FA0C,24.073,-77.39,356,35950,437,2471,F-MYNN4,A320,N742AV,1643679054,CLO,JFK,AV62,0,0,AVA062,0
2aac5e44,A46345,36.0737,-115.0836,270,2775,131,2460,F-KVGT1,A20N,N382FR,1643679055,DSM,LAS,F91959,0,-704,FFT1959,0
2aac5e4c,C080A6,41.6587,-111.3196,352,38025,422,2624,F-KELY2,B738,C-GWSR,1643679053,SJD,YYC,WS2289,0,64,WJA2289,0
2aac5e56,A28928,39.2968,-105.2424,40,20300,372,1430,F-KBDU2,B738,N26226,1643679052,PVR,DEN,UA2369,0,-3456,UAL2369,0
2aac5e82,A05627,49.1448,-49.5475,61,37000,589,2000,F-CYYT5,B78X,N12004,1643679052,IAD,FRA,UA989,0,-64,UAL989,0
2aac5e8e,A6AA6E,46.8307,-97.9773,278,38000,403,1317,F-KFAR2,B738,N529AS,1643679052,DCA,SEA,AS3,0,0,ASA3,0
2aac5e99,AA73E9,37.3543,-99.7595,306,38000,397,6146,F-KPPA1,B737,N7728D,1643679052,CUN,DEN,WN1018,0,64,SWA1018,0
2aac5ebb,7C3AE0,-32.0898,115.8824,90,100,0,3665,T-YPPH52,C441,VH-LWY,1643679036,JAD,PHE,,1,0,LWY,0
2aac5ec2,345685,40.488,-3.5902,271,0,1,0000,T-LETO37,A320,EC-MUF,1643679048,MAD,,,1,0,ECMUF,0
2aac5ec4,7808AC,23.1791,109.1693,172,35100,458,5614,T-F6M,B77W,B-2032,1643679047,PEK,SYX,CA1353,0,64,CCA1353,0
2aac5edd,AA5F56,40.9479,-101.6256,264,40000,397,7120,F-KMCK1,B762,N768AX,1643679053,ABE,SMF,GB3156,0,-384,ABX3156,0
2aac5ee7,80142A,28.5947,76.9644,103,2700,182,2653,F-VIDP8,A21N,VT-ILL,1643679053,DOH,DEL,6E1737,0,-320,IGO1737,0
2aac5eee,,47.161,-106.0305,276,37975,391,6716,F-KBIL3,A20N,,1643679054,,,,0,64,A20N,0
2aac5eef,01020B,29.0787,36.1623,268,30025,414,1706,F-OETB1,A20N,SU-GFQ,1643679054,SHJ,CAI,MS967,0,64,MSR967,0
2aac5ef0,A4B7D3,42.6426,-86.6777,292,38025,380,1611,F-KRCR2,A21N,N403AN,1643679054,PHL,SEA,AA2001,0,64,AAL2001,0
2aac5f26,8406E8,26.1805,127.8115,196,4725,253,3353,F-RODN1,A359,JA01XJ,1643679055,HND,OKA,JL903,0,0,JAL903,0
2aac5f2f,3965A5,27.4565,-41.3638,45,33000,503,0000,F-SAT6,B77W,F-GZNF,1643679056,FDF,ORY,AF841,0,0,AFR841,0
2aac5f4a,06A137,19.2212,55.145,286,36000,460,4723,F-OODQ2,B77W,A7-BAU,1643679048,ADD,DOH,QR1428,0,0,QTR37C,0
2aac5f4d,AA735A,39.1739,-76.6751,95,0,90,6117,F-KBWI2,B737,N7724A,1643679055,CUN,BWI,WN1610,1,0,SWA1610,0
2aac5f53,A977A2,29.4326,-95.9319,51,10925,328,1347,F-KGLS2,B737,N709SW,1643679052,LAX,HOU,WN2218,0,-1344,SWA2218,0
2aac5f55,C05056,50.3167,-100.5156,279,38000,422,0617,F-KXWA1,B38M,C-GEKZ,1643679054,YOW,YVR,AC343,0,0,ACA343,0
2aac5f56,A2B223,41.941,-72.6972,180,0,0,0000,F-KBDL1,B763,N273FE,1643679055,BDL,,,1,0,,0
2aac5f7f,AE146C,39.3519,-81.2719,91,35000,464,0773,T-MLAT2,C17,07-7174,1643679049,,,,0,0,,0
2aac5f84,AAFBF3,40.1329,-84.0404,44,37025,429,3417,F-KMNN1,A319,N807AW,1643679053,DFW,LGA,AA1011,0,0,AAL1011,0
2aac5f94,7C7802,-23.8561,133.9959,300,3650,156,0000,F-YBAS1,B738,VH-XZO,1643679053,SYD,ASP,QF790,0,-512,QFA790,0
2aac5fa7,C82726,-41.8542,173.9565,35,19000,263,5231,F-NZCH2,AT76,ZK-MVR,1643679054,CHC,PMR,NZ5176,0,-128,ANZ176M,0
2aac5fab,040170,28.1976,29.5616,341,38000,477,1675,F-HECA2,A359,ET-AWM,1643679053,ADD,LHR,ET700,0,0,ETH700,0
2aac5fc8,06A041,14.8288,70.2042,123,37000,457,4725,F-VOGO5,A333,A7-AEG,1643679055,DOH,CMB,QR664,0,0,QTR29G,0
2aac5fc9,39CF04,35.5941,-22.1439,229,36000,469,5271,F-LPPD3,A359,F-HTYE,1643679052,CDG,GRU,AF454,0,0,AFR454,0
2aac5fd0,AB7FEE,32.8974,-97.0476,19,0,2,3745,F-KDFW2,A319,N840AW,1643679047,SJC,DFW,AA2834,1,0,AAL2834,0
2aac5fd7,4ACA66,56.16,-49.383,64,41004,560,3031,F-SAT6,A359,SE-RSF,1643679048,EWR,CPH,SK910,0,0,SAS910,0
2aac5fdc,A4463E,47.4561,-122.318,180,25,130,5765,F-KRNT5,B738,N3749D,1643679054,ANC,SEA,DL2806,0,-192,DAL2806,0
2aac5fe4,8003E3,43.1038,69.4437,340,30000,470,0525,F-UTTT3,B77W,VT-ALK,1643679051,DEL,YYZ,AI187,0,0,AIC187,0
2aac5fe6,AB3639,33.6892,-111.072,232,12325,310,3617,F-KPHX4,B738,N821SY,1643679054,MSP,AZA,SY599,0,-1920,SCX599,0
2aac5fed,A98909,33.3831,-96.3458,229,12775,309,2305,F-KWDG1,A319,N713UW,1643679054,BDL,DFW,AA1020,0,-1536,AAL1020,0
2aac5ff6,0C211D,7.2936,-79.6061,181,33000,491,7422,F-MPNU1,B763,HP-3310DAE,1643679053,MIA,SCL,D51557,0,0,DAE1557,0
2aac6007,C08048,40.032,-79.7862,8,39000,448,4113,F-KIPT2,GALX,C-GWPB,1643679055,GCM,YYZ,HRT119,0,64,HRT119,0
2aac6026,39C428,33.9046,24.5527,137,37000,504,1632,F-LGIR3,B789,F-HRBI,1643679055,CDG,NBO,AF836,0,0,AFR836,0
2aac602c,C05E8E,30.1633,-95.0235,230,9700,286,3446,F-KDWH4,CRJ9,C-GJUZ,1643679052,YYZ,IAH,AC7719,0,-1728,JZA7719,0
2aac6035,4D22A1,-3.229,-33.8214,208,45000,480,2745,F-SBMS3,GLF4,9H-AMO,1643679054,RAI,,,0,64,EAU21M,0
2aac6038,A0D98D,42.3592,-71.0223,271,0,0,1066,F-KBOS4,B763,N154FE,1643679050,BOS,,,1,0,,0
2aac6046,86D98E,26.2285,127.9442,193,10075,260,7363,F-RODN1,B788,JA834A,1643679055,HND,OKA,NH463,0,-1408,ANA463,0
2aac6053,,42.8828,-85.5389,351,0,1,7415,F-KGRR4,E550,,1643679055,,,,1,0,E550,0
2aac6061,801411,22.0559,59.3798,291,36000,424,4736,F-OOMS3,A21N,VT-ILJ,1643679053,COK,DOH,6E1703,0,0,IGO1703,0
2aac6065,A5C4E1,19.7404,-87.2334,220,28000,220,3526,F-MMCZ2,PC12,N471AR,1643679055,OPF,GUA,,0,64,N471AR,0
2aac6073,A4421D,38.0697,-98.8757,314,36000,412,6160,F-KSLN1,B738,N3736C,1643679054,CUN,SEA,DL604,0,0,DAL604,0
2aac6087,710100,22.6422,59.3018,272,34000,446,4052,F-OOMS3,B77L,HZ-AK71,1643679053,HYD,RUH,SV3959,0,0,SVA3959,0
2aac6088,AA9E28,33.5454,-111.6902,215,6875,217,5672,F-KTIW2,B737,N7831B,1643679054,MEM,PHX,WN921,0,-1216,SWA921,0
2aac609e,A45BD7,27.9789,-82.5384,135,0,0,7151,F-KTPA1,A20N,N380FR,1643679053,PHL,TPA,F92375,1,0,FFT2375,0
2aac60a7,,43.6668,-79.6121,106,0,13,2125,F-CYYZ2,E55P,,1643679045,,,,1,0,E55P,0
2aac60b2,ACE96C,37.3609,-109.8767,112,39000,525,1664,F-KGUC3,A321,N931AM,1643679054,SEA,DFW,AA1992,0,0,AAL1992,0
2aac60c5,485343,50.7032,-95.5941,54,36975,531,3341,F-CYQK1,B789,PH-BHI,1643679052,SFO,AMS,KL606,0,-64,KLM282,0
2aac60cd,A065E0,45.9374,-103.4749,285,24000,233,6247,F-KDIK3,PC12,N1247E,1643679053,,,,0,64,N1247E,0
2aac60d0,C07971,39.3048,-90.8346,252,38000,398,6247,F-KGRE1,BCS3,C-GTZS,1643679055,YUL,LAX,AC783,0,64,ACA783,0
2aac60db,ABBD47,37.1096,-121.2265,277,11450,318,0611,F-KSJC3,B738,N8557Q,1643679053,DEN,SJC,WN19,0,-1024,SWA19,0
2aac60e3,A70F11,31.676,-94.116,286,36000,423,6611,F-KEFD1,A320,N554JB,1643679055,FLL,SAN,B6529,0,-64,JBU529,0
2aac60e6,A0ADE2,32.9008,-97.0436,112,0,2,3216,F-KDFW2,A321,N143AN,1643679051,PVR,DFW,AA1467,1,0,AAL1467,0
2aac60f1,A6844D,38.6267,-114.7434,257,43000,362,3626,F-KELY2,C68A,N519QS,1643679054,AMW,SFO,1I519,0,0,EJA519,0
2aac60f3,0D0D2B,19.4333,-99.0848,329,0,0,0000,F-MMMX8,A321,XA-VBI,1643679051,,,VB1026,1,0,VIV1026,0
2aac60f7,AC00D6,32.9038,-137.2699,246,36000,444,2000,T-F5M,B38M,N8725L,1643679054,LAS,HNL,WN1290,0,0,SWA1290,0
2aac60fd,C81491,-38.902,175.9887,134,1825,81,1500,F-NZAP2,AS50,ZK-HKC,1643679054,,,,0,-128,ZKHKC,0
2aac60ff,155BEC,59.1508,64.7323,46,35025,463,0061,F-USTR1,SU95,RA-89068,1643679055,KRR,NUX,YC295,0,0,LLM295,0
2aac610f,A35E9C,28.8676,-78.9655,186,38000,444,3403,F-KTIX1,B38M,N316RK,1643679052,BOS,MIA,AA332,0,0,AAL332,0
2aac6114,A59AE6,44.5223,-109.0201,222,0,69,1200,F-KCOD1,M600,N460PF,1643679007,LAA,COD,,1,0,N460PF,0
